date,season,forecast_load,target_load,load_gap,underload_pct,top_segment_id,top_segment_name,top_3_segment_ids,top_3_segment_names,score_top,recommendation_reason,suggested_action
2026-02-22,winter,336.8,349.1,12.3,3.5,3,Last-minute Winter,"[3, 1, 4]","Last-minute Winter, Weekend Getaway, Young Spring Groups",0.7363,"Last-minute Winter (C3): лояльный сегмент с высоким prev_stays, бронирует за 1 неделю до заезда, пик — зима и весна. Реагирует на срочные 'горящие' предложения.","SMS «горящее»: скидка 15%, заезд в течение 7 дней"
2026-02-25,winter,307.0,349.1,42.1,12.1,3,Last-minute Winter,"[3, 1, 4]","Last-minute Winter, Weekend Getaway, Young Spring Groups",0.7363,"Last-minute Winter (C3): лояльный сегмент с высоким prev_stays, бронирует за 1 неделю до заезда, пик — зима и весна. Реагирует на срочные 'горящие' предложения.","SMS «горящее»: скидка 15%, заезд в течение 7 дней"
2026-02-26,winter,296.8,349.1,52.3,15.0,3,Last-minute Winter,"[3, 1, 4]","Last-minute Winter, Weekend Getaway, Young Spring Groups",0.7363,"Last-minute Winter (C3): лояльный сегмент с высоким prev_stays, бронирует за 1 неделю до заезда, пик — зима и весна. Реагирует на срочные 'горящие' предложения.","SMS «горящее»: скидка 15%, заезд в течение 7 дней"
2026-02-27,winter,288.2,349.1,60.9,17.4,3,Last-minute Winter,"[3, 1, 4]","Last-minute Winter, Weekend Getaway, Young Spring Groups",0.7363,"Last-minute Winter (C3): лояльный сегмент с высоким prev_stays, бронирует за 1 неделю до заезда, пик — зима и весна. Реагирует на срочные 'горящие' предложения.","SMS «горящее»: скидка 15%, заезд в течение 7 дней"
2026-02-28,winter,269.2,349.1,79.9,22.9,3,Last-minute Winter,"[3, 1, 4]","Last-minute Winter, Weekend Getaway, Young Spring Groups",0.7363,"Last-minute Winter (C3): лояльный сегмент с высоким prev_stays, бронирует за 1 неделю до заезда, пик — зима и весна. Реагирует на срочные 'горящие' предложения.","SMS «горящее»: скидка 15%, заезд в течение 7 дней"
2026-03-01,spring,235.4,372.9,137.5,36.9,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-02,spring,248.8,372.9,124.1,33.3,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-03,spring,255.4,372.9,117.5,31.5,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-04,spring,267.4,372.9,105.5,28.3,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-05,spring,277.4,372.9,95.5,25.6,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-06,spring,293.4,372.9,79.5,21.3,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-07,spring,359.1,372.9,13.8,3.7,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-09,spring,364.4,372.9,8.5,2.3,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-10,spring,337.2,372.9,35.7,9.6,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-11,spring,343.2,372.9,29.7,8.0,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-12,spring,338.7,372.9,34.2,9.2,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-13,spring,338.0,372.9,34.9,9.4,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-14,spring,331.2,372.9,41.7,11.2,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-15,spring,311.4,372.9,61.5,16.5,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-16,spring,334.4,372.9,38.5,10.3,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-17,spring,341.4,372.9,31.5,8.4,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-18,spring,345.9,372.9,27.0,7.2,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-19,spring,346.1,372.9,26.8,7.2,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-20,spring,355.6,372.9,17.3,4.6,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-21,spring,361.2,372.9,11.7,3.1,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-22,spring,351.0,372.9,21.9,5.9,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-29,spring,365.6,372.9,7.3,2.0,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-03-31,spring,362.6,372.9,10.3,2.8,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-04-01,spring,354.0,372.9,18.9,5.1,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-04-02,spring,351.0,372.9,21.9,5.9,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-04-03,spring,365.5,372.9,7.4,2.0,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-05-09,spring,372.4,372.9,0.5,0.1,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-05-10,spring,347.4,372.9,25.5,6.8,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-05-11,spring,372.2,372.9,0.7,0.2,4,Young Spring Groups,"[4, 1, 3]","Young Spring Groups, Weekend Getaway, Last-minute Winter",0.7408,"Young Spring Groups (C4): молодая аудитория 22 года, групповые туры, пик — весна. LIGHT ценовой tier. Целевой для корпоративных и групповых предложений.",B2B-рассылка корпоративным клиентам: групповой весенний тур
2026-06-01,summer,621.3,696.1,74.8,10.7,0,Summer Family ULTRA,"[0, 5, 2]","Summer Family ULTRA, Medical Treatment, Weekday Adults",0.85,"Семейный сегмент ULTRA (C0): пик активности — лето, средняя длительность 7+ ночей, высокий ценовой tier. Мотивирует семейный летний отдых с детьми.","Email-рассылка семьям: летний тур с детьми, скидка на 3-й день проживания"
2026-06-02,summer,637.3,696.1,58.8,8.4,0,Summer Family ULTRA,"[0, 5, 2]","Summer Family ULTRA, Medical Treatment, Weekday Adults",0.85,"Семейный сегмент ULTRA (C0): пик активности — лето, средняя длительность 7+ ночей, высокий ценовой tier. Мотивирует семейный летний отдых с детьми.","Email-рассылка семьям: летний тур с детьми, скидка на 3-й день проживания"
2026-06-03,summer,659.3,696.1,36.8,5.3,0,Summer Family ULTRA,"[0, 5, 2]","Summer Family ULTRA, Medical Treatment, Weekday Adults",0.85,"Семейный сегмент ULTRA (C0): пик активности — лето, средняя длительность 7+ ночей, высокий ценовой tier. Мотивирует семейный летний отдых с детьми.","Email-рассылка семьям: летний тур с детьми, скидка на 3-й день проживания"
2026-06-04,summer,680.6,696.1,15.5,2.2,0,Summer Family ULTRA,"[0, 5, 2]","Summer Family ULTRA, Medical Treatment, Weekday Adults",0.85,"Семейный сегмент ULTRA (C0): пик активности — лето, средняя длительность 7+ ночей, высокий ценовой tier. Мотивирует семейный летний отдых с детьми.","Email-рассылка семьям: летний тур с детьми, скидка на 3-й день проживания"
2026-10-15,autumn,544.2,545.8,1.6,0.3,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-16,autumn,537.4,545.8,8.4,1.5,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-17,autumn,524.9,545.8,20.9,3.8,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-18,autumn,495.5,545.8,50.3,9.2,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-19,autumn,506.0,545.8,39.8,7.3,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-20,autumn,501.4,545.8,44.4,8.1,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-21,autumn,496.6,545.8,49.2,9.0,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-22,autumn,487.6,545.8,58.2,10.7,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-23,autumn,484.6,545.8,61.2,11.2,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-24,autumn,473.6,545.8,72.2,13.2,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-25,autumn,446.1,545.8,99.7,18.3,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-26,autumn,459.0,545.8,86.8,15.9,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-27,autumn,454.2,545.8,91.6,16.8,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-28,autumn,443.4,545.8,102.4,18.8,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-29,autumn,422.4,545.8,123.4,22.6,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
2026-10-30,autumn,405.4,545.8,140.4,25.7,5,Medical Treatment,"[5, 2, 1]","Medical Treatment, Weekday Adults, Weekend Getaway",0.9147,"Medical Treatment (C5): гости с лечебной мотивацией, самая длинная длительность (10+ ночей), высокий ценовой tier. Целевой для медицинских и оздоровительных программ.",Email медицинским партнёрам: осенний оздоровительный курс
